,week,future_return,volume,inventory,amount,BASIS,index_turnover_rate,short_balance_ratio,pli,t_spread,RSI,index_trading_volume,CCt+1
47,49,-0.025479785,13.85612453,12.05965863,13.85612453,9.1878,0.522,0.000407877,0.6,1.33306,32.18933307,8.593607787,0.0
48,50,0.007539303,13.71704842,12.06403662,13.71704842,11.0716,0.456,0.000523468,0.6,1.21738,75.24394517,8.461122186,0.0
49,51,0.003565022,13.7250288,12.13599347,13.7250288,10.7506,0.554,0.000492652,0.2,1.193266667,73.52914932,8.609748671,0.0
50,52,0.018693718,13.10476137,11.61055114,13.10476137,2.985333333,0.593333333,0.000700951,1.0,1.201,100.0,8.197092605,0.0
51,53,0.007128108,13.70214139,12.1214076,13.70214139,7.4934,0.622,0.000577693,0.4,1.17192,62.76936806,8.664869817,0.0
52,54,-0.010277755,13.56331274,12.14687981,13.56331274,8.4566,0.516,0.000548154,0.4,1.18028,29.01684324,8.487725245,0.0
53,55,-0.029198976,13.5924795,12.26728063,13.5924795,17.6128,0.42,0.000772799,0.2,1.19608,47.25562503,8.276079133,0.0
54,56,-0.024573296,13.35012983,12.03076047,13.35012983,1.28175,0.385,0.000941773,0.25,1.16035,38.09730759,7.939775384,0.0
55,57,-0.006206886,13.66537464,12.1594631,13.66537464,-2.8322,0.306,0.001016056,0.6,1.1444,42.96017445,7.976547331,0.0
56,58,-0.000524313,13.574035,12.13675472,13.574035,7.459,0.286,0.001094735,0.6,1.00264,36.43765764,7.903341362,0.0
57,59,-0.039156758,13.61932899,12.21688894,13.61932899,10.753,0.284,0.001046985,0.2,0.90234,7.433683089,7.896991593,0.0
58,60,-0.007691627,13.56984784,12.26031459,13.56984784,3.5022,0.256,0.00130525,0.6,0.90996,48.31724984,7.780499475,0.0
59,61,-0.002368787,13.42357846,11.97502292,13.42357846,-4.78375,0.2775,0.001267603,0.75,0.887325,15.96269154,7.636781056,0.0
60,62,-0.011385066,13.63993619,12.20320855,13.63993619,-0.1522,0.29,0.001454738,0.2,0.68412,60.47090928,7.887328744,0.0
61,63,-0.002163251,13.74031168,12.10819517,13.74031168,1.31,0.324,0.00168932,0.6,0.37548,85.18139271,8.003336311,0.0
62,64,0.033312082,13.78463064,12.1144671,13.78463064,1.8744,0.384,0.001428534,0.8,0.46642,27.74445893,8.182005729,0.0
63,65,0.026494199,13.73242999,12.14332984,13.73242999,4.029,0.436,0.001299087,0.6,0.62644,71.98801665,8.339295435,0.0
64,66,-0.003727463,13.67613124,12.11750369,13.67613124,2.0416,0.364,0.001270041,0.8,0.62212,25.2338062,8.191820328,0.0
65,67,-0.003004922,13.49946468,12.19441496,13.49946468,9.6368,0.31,0.001486736,0.2,0.51084,33.65609603,8.043098003,0.0
66,68,-0.037384703,13.52754178,12.16261176,13.52754178,3.4424,0.326,0.001499177,0.4,0.43852,27.17674338,8.009223486,0.0
67,69,-0.00982256,13.51566953,12.11337605,13.51566953,4.78,0.25,0.001678844,0.4,0.51246,16.23756283,7.786585028,0.0
68,70,-0.041921064,13.97718628,12.0180911,13.97718628,1.1408,0.408,0.00128287,0.8,0.53044,16.4399816,8.201498401,0.0
69,71,0.010855705,13.70031854,11.99662241,13.70031854,-4.919,0.3,0.001769873,0.2,0.48128,60.67693932,7.842742144,0.0
70,72,-0.006488024,13.91414158,12.06942211,13.91414158,2.4682,0.28,0.001989591,0.4,0.45466,82.53898462,7.808014185,0.0
71,73,-0.003930053,13.9580365,12.08635962,13.9580365,-1.8628,0.226,0.002472852,0.2,0.32356,16.43844559,7.616721673,0.0
72,74,-0.028372525,13.88906766,12.22924703,13.88906766,4.118,0.188,0.002705087,0.2,0.247,67.27525973,7.429170633,0.0
73,75,-0.009098182,13.75017278,11.94351236,13.75017278,0.74275,0.185,0.00290203,0.5,0.277375,33.74691241,7.132042176,0.0
74,76,-0.011646954,13.98758226,12.1638747,13.98758226,-0.8184,0.254,0.002679747,0.4,0.2536,46.82869311,7.649111503,1.0
75,77,-0.033188186,14.02911516,12.1810471,14.02911516,4.3752,0.226,0.002514675,0.2,0.33836,48.37458002,7.517944674,0.0
76,78,0.001317059,14.08599484,12.28295961,14.08599484,-0.4434,0.302,0.002769713,0.4,0.51742,81.29420613,7.750791213,1.0
77,79,-0.013776742,14.03375493,12.2147598,14.03375493,3.71,0.224,0.003580554,0.2,0.65616,24.87650531,7.485328856,0.0
78,80,0.026852799,14.14727387,12.28156965,14.14727387,3.9518,0.376,0.003078436,1.0,0.65974,100.0,7.977402089,0.0
79,81,0.032546152,14.09335515,12.30144646,14.09335515,6.9444,0.402,0.002702634,0.8,0.696,55.51553793,8.095357819,0.0
80,82,-0.002767388,13.93902735,12.36411859,13.93902735,5.9996,0.288,0.002932582,0.2,1.01122,50.81925461,7.760590636,0.0
81,83,-0.012571173,13.87322176,12.28481913,13.87322176,7.2594,0.278,0.002764757,0.2,1.10142,60.57310301,7.778504564,0.0
82,84,-0.036855548,13.82720788,12.28399619,13.82720788,4.0678,0.176,0.004197805,0.4,0.99104,21.39459498,7.335796941,0.0
83,85,-0.00925517,14.00091154,12.27397426,14.00091154,3.6932,0.244,0.003964598,0.6,0.99156,37.19365903,7.63002913,0.0
84,86,-0.017916172,14.02916039,12.39515877,14.02916039,7.9968,0.168,0.006904503,0.2,0.9437,41.97201748,7.213886122,0.0
85,87,-0.043895716,14.0711879,12.51090309,14.0711879,12.7566,0.196,0.006602693,0.2,0.9483,54.81769929,7.28464943,0.0
86,88,-0.019373007,14.37179394,12.43403258,14.37179394,11.7434,0.216,0.006659802,0.4,0.91568,37.08683991,7.354694969,0.0
87,89,-0.016493046,14.21369657,12.47497702,14.21369657,12.0064,0.196,0.00859053,0.6,0.841566667,33.3956831,7.243370005,0.0
88,90,-0.015155382,13.65829051,12.02381909,13.65829051,9.487,0.236666667,0.008686006,0.333333333,0.7979,29.07484482,6.920543164,0.0
89,91,0.055065579,14.43646439,12.50756516,14.43646439,11.944,0.366,0.006027052,0.4,0.79188,81.6007663,7.93529754,0.0
90,92,0.011807325,14.59946142,12.52168963,14.59946142,16.825,0.342,0.006610904,0.6,0.726616667,60.10757433,7.936106035,0.0
91,93,0.007800187,14.37915764,12.47833012,14.37915764,6.9796,0.256,0.008858518,0.6,0.71504,40.60548685,7.653736816,0.0
92,94,0.015117918,14.49673545,12.49660191,14.49673545,3.2866,0.334,0.006807921,0.6,0.77918,51.17194368,7.911258034,0.0
93,95,0.010541074,14.51903719,12.42688548,14.51903719,5.229,0.312,0.006408014,0.4,0.62024,63.06290365,7.840128,0.0
94,96,0.021679378,14.39187445,12.45266316,14.39187445,5.2984,0.426,0.005585663,1.0,0.6418,100.0,8.136225555,0.0
95,97,0.025103247,14.34173146,12.58253453,14.34173146,8.9884,0.436,0.005899518,0.6,0.62738,58.28844832,8.194958321,0.0
96,98,-0.007071536,14.28877013,12.57889748,14.28877013,6.1504,0.384,0.005721004,0.4,0.65054,54.44605313,8.124123936,0.0
97,99,-0.003319266,14.41178279,12.59272863,14.41178279,4.8306,0.456,0.004810031,0.4,0.71926,47.91014578,8.299964612,0.0
98,100,-0.013696122,14.28735936,12.62746359,14.28735936,11.1324,0.33,0.005762393,0.4,0.7338,15.50862816,7.998573943,0.0
99,101,-0.035275479,14.09456023,12.72109744,14.09456023,13.7388,0.254,0.00719696,0.4,0.730728571,16.01520878,7.725488966,0.0
100,102,0.002849844,13.42425008,11.70589018,13.42425008,-0.331,0.305,0.008442946,1.0,0.74885,100.0,6.958999572,0.0
101,103,0.009320499,14.51059237,12.56499107,14.51059237,2.388,0.29,0.008818382,0.8,0.76366,46.35195931,7.813203442,0.0
102,104,0.021888507,14.35390855,12.63317204,14.35390855,8.014,0.31,0.007932888,0.4,0.75754,75.84593048,7.862046749,0.0
103,105,0.01165859,14.32785682,12.65313385,14.32785682,7.2924,0.376,0.00661434,0.4,0.76435,59.39138389,8.059835662,0.0
104,106,0.027565679,13.67095057,12.22138974,13.67095057,2.638666667,0.426666667,0.006965116,1.0,0.7544,100.0,7.776547612,0.0
105,107,-0.009184141,14.26532041,12.81694087,14.26532041,-0.7878,0.352,0.006861503,0.2,0.77682,8.587223171,8.09983666,0.0
106,108,-0.032045405,14.36045641,12.68582238,14.36045641,-8.5346,0.288,0.007824513,0.4,1.08654,37.21984455,7.846519578,0.0
107,109,-0.002071194,14.38033447,12.63238559,14.38033447,-14.7976,0.262,0.009489398,0.4,1.1193,59.61126717,7.773758526,0.0
108,110,0.016496327,14.34507884,12.66520174,14.34507884,-6.3682,0.338,0.008066083,0.6,1.20998,73.6095394,7.998966917,0.0
109,111,-0.034639184,14.40856996,12.68485946,14.40856996,-9.6364,0.254,0.009619906,0.0,1.22078,0.0,7.762923515,0.0
110,112,0.00532706,14.50020915,12.61314979,14.50020915,-9.2308,0.258,0.009941737,0.6,1.263,58.80914826,7.741537933,0.0
111,113,-0.001854964,14.10032026,12.44358053,14.10032026,-3.60725,0.2075,0.010244912,0.25,1.3126,36.38123151,7.313580322,0.0
112,114,-0.035637652,14.2911458,12.81872264,14.2911458,9.1662,0.214,0.010835743,0.2,1.1837,62.40847349,7.513354575,0.0
113,115,0.002859605,14.53866595,12.89013367,14.53866595,5.0276,0.246,0.010753626,0.6,1.11554,46.17630135,7.700937822,0.0
114,116,-0.011553465,14.60298971,12.96017616,14.60298971,7.4544,0.268,0.011261391,0.6,1.11522,30.76357422,7.783828001,0.0
115,117,-0.005414537,14.60347371,12.97612068,14.60347371,13.7112,0.252,0.011701761,0.6,1.1395,17.59711473,7.663139898,0.0
116,118,-0.020658137,14.40387761,12.94275334,14.40387761,14.7396,0.184,0.014119868,0.4,1.08372,22.89676,7.342345438,0.0
117,119,-0.004745148,14.2985612,13.02541626,14.2985612,19.923,0.19,0.015787111,0.4,1.01306,62.59980717,7.334590413,0.0
118,120,0.015285938,14.32692001,12.9819098,14.32692001,4.374,0.23,0.010932818,0.8,0.90784,54.80668312,7.646769307,0.0
119,121,-0.020291845,14.36334117,13.01499195,14.36334117,16.5784,0.204,0.012809778,0.2,0.85944,18.2094897,7.465620965,0.0
120,122,-0.016189409,14.40277431,13.01597567,14.40277431,15.7694,0.19,0.012513503,0.4,0.73096,33.03890916,7.37936387,0.0
121,123,-0.035226557,14.42587649,13.06447576,14.42587649,13.9466,0.2,0.014452434,0.2,0.80832,33.5084206,7.315344796,0.0
122,124,0.006266479,14.68774699,13.0210812,14.68774699,13.9894,0.284,0.013530564,0.6,0.86652,76.71373934,7.65035431,0.0
123,125,0.033600137,14.86465525,13.04823664,14.86465525,9.794,0.322,0.009839487,0.6,0.87724,38.90045674,7.810312131,0.0
124,126,-0.037666198,14.77687064,13.05125183,14.77687064,11.3612,0.24,0.013531704,0.4,0.86952,13.94615539,7.48974741,0.0
125,127,0.001874582,14.96325867,12.95214903,14.96325867,11.5232,0.248,0.016402073,0.6,0.765216667,73.0738458,7.538212895,0.0
126,128,0.029525034,14.89066041,12.99344533,14.89066041,5.5216,0.252,0.01516094,0.6,0.79982,45.57249116,7.54696884,0.0
127,129,0.005095662,14.88347256,13.04551689,14.88347256,9.1262,0.218,0.01806235,0.6,0.81802,67.41738426,7.442891003,0.0
128,130,-0.004420507,14.68215338,13.07702076,14.68215338,11.2412,0.236,0.01707934,0.2,0.7271,28.03039033,7.406334217,0.0
129,131,-0.017351667,14.70834923,13.07022762,14.70834923,4.5572,0.23,0.019175282,0.8,0.75312,59.53060471,7.414428293,0.0
130,132,0.001882362,14.83429687,13.07439927,14.83429687,2.296,0.214,0.020516603,0.0,0.71632,0.0,7.33432935,0.0
131,133,-0.028035805,14.82183612,13.04452723,14.82183612,1.3078,0.184,0.026769942,0.4,0.70338,27.52721617,7.180435383,0.0
132,134,-0.012111221,14.87946791,13.00744399,14.87946791,5.3232,0.158,0.029337566,0.4,0.69824,69.50624317,7.128511984,0.0
133,135,-0.017310218,14.66049517,13.08599188,14.66049517,6.653,0.184,0.033316647,0.2,0.69094,55.47588759,7.133870411,0.0
134,136,0.016596436,15.04276581,13.11287652,15.04276581,5.048,0.34,0.025748172,0.6,0.70796,72.98416178,7.794699586,0.0
135,137,0.044860042,15.0617641,13.05757096,15.0617641,5.8374,0.386,0.023598508,0.6,0.71662,72.20060698,7.923970981,0.0
136,138,0.043855638,15.19803457,13.12571974,15.19803457,14.8906,0.45,0.019640542,0.8,0.74298,36.09535327,8.174314074,0.0
137,139,0.027595479,15.02442553,13.17445475,15.02442553,11.8652,0.432,0.018956804,0.8,0.70774,69.91430485,8.154175316,0.0
138,140,0.032613154,14.02796276,12.30210529,14.02796276,11.9195,0.54,0.019190576,1.0,0.742075,100.0,7.47719692,0.0
139,141,-0.004094188,15.11933729,13.21296978,15.11933729,4.992,0.432,0.019510771,0.6,0.78572,16.19848564,8.210219561,0.0
140,142,0.025568842,15.22182492,13.22621696,15.22182492,10.866,0.52,0.016996017,0.6,0.83712,70.60885458,8.395987806,0.0
141,143,0.004360058,15.16952808,13.14953876,15.16952808,8.0238,0.518,0.019907205,0.4,0.85406,43.94392366,8.367773967,0.0
142,144,0.034806613,15.13027132,13.18355255,15.13027132,4.7908,0.588,0.020470972,0.8,0.87714,95.95342792,8.542656239,0.0
143,145,0.030875583,15.11018868,13.34882302,15.11018868,13.1716,0.588,0.019963366,0.8,0.94916,40.98512067,8.550035916,0.0
144,146,-0.037594167,14.97028419,13.34505082,14.97028419,9.507,0.462,0.016131269,0.2,0.87434,26.17168589,8.310454344,0.0
145,147,-0.021010795,15.25768442,13.15337743,15.25768442,-1.439,0.418,0.015696816,0.6,0.82402,64.50314352,8.232647529,0.0
146,148,-0.00481995,15.33551598,13.16885567,15.33551598,-1.186,0.532,0.013509491,0.4,0.829,48.50437832,8.432819786,0.0
147,149,-0.023464764,15.37633138,13.11371811,15.37633138,-2.5638,0.362,0.019520063,0.4,0.84234,18.95553527,8.048213038,0.0
148,150,0.012220111,15.2436599,13.16010415,15.2436599,4.468,0.39,0.020847816,0.8,0.88596,43.64859517,8.124123936,0.0
149,151,-0.010462973,15.18978826,13.17325229,15.18978826,-1.3724,0.376,0.020856955,0.2,0.94572,20.48,8.06697964,0.0
150,152,-0.024853294,14.73099657,12.6357034,14.73099657,1.491666667,0.293333333,0.021622873,0.0,0.90605,0.0,7.299486508,0.0
151,153,-0.006966197,15.11126158,13.19101032,15.11126158,-5.4852,0.276,0.025300744,0.2,0.93106,63.9873004,7.806403289,0.0
152,154,-0.001862635,15.27019858,13.17468634,15.27019858,-3.3922,0.308,0.027903452,0.6,0.90554,71.23759052,7.89231382,0.0
153,155,0.002978553,15.19958947,13.1766792,15.19958947,-3.5002,0.348,0.020748109,0.2,0.729085714,58.16924819,7.982877149,0.0
154,156,-0.004730976,14.23017786,12.23174039,14.23017786,-8.2755,0.325,0.024371146,1.0,0.7199,100.0,7.007301927,0.0
155,157,0.025985064,15.19522004,13.26839432,15.19522004,-5.6298,0.332,0.021211488,0.8,0.71748,51.18427902,7.995161682,0.0
156,158,-0.005665108,15.23515217,13.32068131,15.23515217,-21.5976,0.358,0.020588924,0.6,0.6864,58.07939655,8.068741247,0.0
157,159,0.030282072,15.15253668,13.34501081,15.15253668,-13.6742,0.444,0.01584655,0.8,0.64376,22.28817537,8.274642535,0.0
158,160,0.008057491,15.05529249,13.37903454,15.05529249,-13.6512,0.42,0.016642696,0.4,0.62758,65.08038792,8.222451592,0.0
159,161,-0.025940423,14.94067162,13.39215232,14.94067162,-3.2466,0.336,0.019098407,0.0,0.491614286,0.0,7.970149542,0.0
160,162,-0.062973227,13.96883404,12.41883449,13.96883404,-18.754,0.37,0.019081882,0.5,0.3348,16.65792573,7.071310172,0.0
161,163,-0.013108644,15.15149798,13.2457414,15.15149798,-13.9618,0.31,0.021777276,0.2,-0.0501,34.2849914,7.860979495,0.0
162,164,-0.101350911,15.55504296,13.06740443,15.55504296,-42.1004,0.492,0.016865977,0.4,-0.21076,28.68509868,8.175133776,0.0
163,165,0.0148667,15.42455339,12.97179162,15.42455339,-54.5114,0.368,0.026554282,0.8,-0.0124,37.92289939,7.995165053,0.0
164,166,0.022183104,15.4034345,13.01947536,15.4034345,-18.8828,0.426,0.029177248,0.4,0.05082,68.05325242,8.11463286,0.0
165,167,0.018404383,15.47693523,12.95472076,15.47693523,-16.0774,0.346,0.022670107,0.4,0.12948,33.34292779,8.055878107,0.0
166,168,-0.019562587,15.48104672,12.97878165,15.48104672,-26.7352,0.312,0.022741048,0.4,0.0791,72.98878218,7.984810202,0.0
167,169,-0.005829438,15.40185649,13.07569097,15.40185649,-14.0012,0.278,0.028253381,0.8,0.2589,27.06181556,7.881031076,0.0
168,170,0.033632566,15.41127846,13.09845176,15.41127846,-11.757,0.318,0.024907518,0.6,0.35628,68.73891303,8.03122602,0.0
169,171,0.027410873,15.42882276,13.10413016,15.42882276,-2.8924,0.434,0.021660407,0.4,0.4436,66.61378266,8.29403464,0.0
170,172,-0.011373354,15.33519858,13.1071076,15.33519858,-0.629,0.32,0.022854771,0.2,0.41942,71.0364802,8.015284361,0.0
171,173,0.006736242,15.31177596,13.09250399,15.31177596,-3.7148,0.372,0.018439548,0.4,0.42058,75.00347547,8.15046214,0.0
172,174,0.008536219,15.09397385,13.05294899,15.09397385,-1.4524,0.37,0.019146795,0.6,0.46304,74.73198794,8.126435399,0.0
173,175,0.055683785,15.18488483,13.14733302,15.18488483,-1.1898,0.712,0.015950166,0.8,0.46582,66.85262523,8.740607106,0.0
174,176,-0.010314974,14.69144044,12.6234795,14.69144044,6.259333333,0.453333333,0.018598929,0.333333333,0.52435,14.41992329,7.861341796,0.0
175,177,-0.009856764,15.12835696,13.06278533,15.12835696,3.3566,0.41,0.015934239,0.4,0.528733333,46.20768628,8.336577379,0.0
176,178,-0.007722429,13.11333474,11.3576041,13.11333474,0.563,0.29,0.018802167,1.0,0.5948,100.0,6.413295009,0.0
177,179,0.015810606,14.85347825,12.77205952,14.85347825,-0.30475,0.4175,0.014289987,0.75,0.5982,53.49410675,8.13633679,0.0
178,180,-0.005176775,15.09164345,13.03284996,15.09164345,-4.8028,0.398,0.014399893,0.4,0.64212,29.80118318,8.282035256,0.0
179,181,-0.006558481,15.17824659,13.1100276,15.17824659,-1.5148,0.396,0.015112651,0.2,0.64076,63.79481037,8.2430905,0.0
180,182,-0.016771812,15.2101448,13.10686185,15.2101448,-1.6312,0.398,0.019102477,0.6,0.44896,49.17145094,8.167048309,0.0
181,183,-0.010070715,15.11215042,13.16975256,15.11215042,2.1024,0.278,0.022750723,0.2,0.37976,14.16818036,7.882088478,0.0
182,184,-0.016230454,15.21803377,13.17303558,15.21803377,-2.408,0.294,0.02282296,0.8,0.37344,31.32699556,7.939864451,0.0
183,185,0.041881913,15.15310484,13.17600461,15.15310484,1.7866,0.41,0.017939622,0.4,0.40814,75.75036685,8.314952152,0.0
184,186,0.002182541,15.12556622,13.26642043,15.12556622,8.04,0.344,0.018407358,0.4,0.32288,87.53457331,8.121625938,0.0
185,187,0.017096113,15.15187858,13.3297986,15.15187858,12.1618,0.428,0.017586241,0.4,0.25108,66.27785249,8.337094762,0.0
186,188,-0.011989102,14.93717183,13.38560725,14.93717183,7.5178,0.284,0.020354916,0.2,0.37194,16.9263187,7.925685211,0.0
187,189,-0.035968481,15.06016013,13.37941509,15.06016013,9.8258,0.256,0.02203404,0.2,0.3272,2.561147394,7.840312983,0.0
188,190,-0.016314696,15.1643891,13.33616584,15.1643891,20.8856,0.232,0.018670933,0.8,0.36928,29.04175326,7.743235008,0.0
189,191,0.006734148,14.77441164,13.1243993,14.77441164,15.28975,0.2525,0.016220198,0.25,0.40445,67.94348416,7.649378289,0.0
190,192,-0.041008324,15.09281979,13.34331092,15.09281979,3.2758,0.262,0.016337477,0.2,0.50804,14.82773659,7.844660074,0.0
191,193,-0.010627858,15.10261312,13.31227274,15.10261312,7.6404,0.246,0.017987154,0.4,0.72368,40.60070151,7.761212702,0.0
192,194,0.008798557,15.03595574,13.28385108,15.03595574,13.3668,0.26,0.014020479,0.6,0.806666667,71.44740434,7.854924331,0.0
193,195,-0.001828158,14.5731511,13.05106929,14.5731511,7.74875,0.2625,0.012144816,0.5,0.87135,17.71717051,7.626462988,0.0
194,196,-0.00434798,13.11852,11.6879874,13.11852,2.117,0.24,0.012567748,1.0,0.87995,100.0,6.206515441,0.0
195,197,0.02766401,14.91017272,13.28613732,14.91017272,-7.1742,0.406,0.009217274,0.8,1.03392,66.9605516,8.292157852,0.0
196,198,0.005256899,15.02506983,13.29103216,15.02506983,-2.175,0.44,0.009469909,0.4,1.21462,46.29989197,8.354674262,0.0
197,199,-0.055757122,15.13964091,13.31069683,15.13964091,-9.1804,0.412,0.009431352,0.4,1.34682,28.24609774,8.264497238,0.0
198,200,-0.002886913,15.18352282,13.35704649,15.18352282,-17.7622,0.336,0.012189936,0.4,1.45394,49.93320739,8.039021897,0.0
199,201,-0.032892993,15.20724659,13.38334361,15.20724659,-28.2302,0.314,0.017337167,0.6,1.4089,24.36100041,7.955933553,0.0
200,202,0.013468729,15.28502573,13.35555389,15.28502573,-12.7212,0.328,0.016015258,0.4,1.55776,71.11536391,8.004886471,0.0
